Timestamp,Content,ID
1,*         get ready ghana because germany is on your way germanyvsghana worldcup2014 ger vs gha who will win         * * i m following germany versus ghana in the fifa global stadium gergha worldcup joinin ghana plz win take it have it *,6_0
2,* germany my fav team in world cup hope they ll win the game vs ghana so they ll qualified to next round amin ger gha * *                 i m following germany versus ghana in the fifa global stadium gergha worldcup joinin                *,6_1
3,*   kick off in minutes come on team germany my prediction ger 3 1 gha worldcup2014    * * i m following germany versus ghana in the fifa global stadium gergha worldcup joinin *,6_2
4,*      800th fifa world cup game battle of brothers it s germany vs ghana what should i expect worldcup ger vs gha gergha     * * they must have some proud parents jerome boateng ger kevin prince boateng gha will face off in the worldcup gervsgha mmlove *,6_3
5,*         time for ger vs gha usa keeping a close eye on this game preferably a ghana win or draw but a germany win wouldn t hurt         * * this is d 1st time brothers would be playing against each other in a world cup game kevin prince and jerome boateng fansconnect gha ger *,6_4
6,*                germany for the win germany ger vs gha ghana worldcup worldcup2014 fifaworldcup fifa football hashtag                 * * the 2010 meeting was the 1st wc match to feat brothers on opposite teams w ger s jérôme gha s kevin prince boateng facing each other *,6_5
7,*                                    nw ger gha gergha germany ghana germanyvsghana worldcup2014                                     * * i m following germany versus ghana in the fifa global stadium gergha worldcup joinin tall order for gha but have to win blatterout *,6_6
8,*      watching germany ghana while on my laptop cause that s how i roll gha ger germanyvsghana gervsgha worldcup worldcup2014       * * i m following germany versus ghana in the fifa global stadium gergha worldcup joinin love hearing germany belt the national anthem *,6_7
9,* ger vs gha going to be a sick match i reckon 4 2 to ger gervsgha worldcup worldcup2014 germany ghana * *  two brothers bonded by blood separated by nation kevin prince boateng vs jerome boateng gha vs ger  *,6_8
10,* alemania vs ghana ger vs gha jerome boateng and kevin prince boateng brothers face each other in a world cup consecutively worldcup2014 * *                                germany 3 1 ghana worldcup kroos ozil schurrle gyan my prediction ger gha                                *,6_9
11,*                                  kick off germany vs ghana ger gha worldcup worldcup2014                                  * * the boateng half brothers facing each other in the ger jerome v gha kevin prince match must be an awkward moment for both *,6_10
12,*      i m following germany versus ghana in the fifa global stadium gergha worldcup joinin ger 3 0 gha     * * sibling rivalry jerome vs kevin prince boateng vs boateng rematch gergha gervsgha ger vs gha worldcup2014 *,6_11
13,*    the 800th worldcup game is under way between germany ghana this should be a wonderful match ger gha fb    * * my stand till the end going with the best of the best germany wins by 2 1 ger vs gha worldcup2014 ssfootball *,6_12
14,* jerome boateng plays for germany ger and kevin prince boateng plays for ghana gha they re brothers woah ghanavsgermany * *        i m following germany versus ghana in the fifa global stadium gergha worldcup joinin team ghana team god        *,6_13
15,*                    boateng brother s jerome boateng in germany and kevin prince boateng in ghana ger vs gha                   * * i m following germany versus ghana in the fifa global stadium gergha worldcup joinin busy busy in these times if fifaworldcup *,6_14
16,* if israel were to play against germany i would probably support it go ghana ghanavsgermany ger gha worldcup2014 arablogic * *          that awkward moment when u saw same name boateng played in two different team ger gha gervsgha worldcup          *,6_15
17,* this ger vs gha game has major implications for usa moving forward in the cup a germany tie or win best scenarios * *                i m following germany versus ghana in the fifa global stadium gergha worldcup joinin               *,6_16
18,*                        germany ger vs gha ghana im going 2 0 to the germans but shit that was close for gyan                         * * two brothers going against each other kevin prince boateng ghana jerome boateng germany all with love gervsgha worldcup worldcup2014 *,6_17
19,*                 the game begins 28 fifa fifa2014 worldcup ger gha watching germany vs ghana                  * * i m following germany versus ghana in the fifa global stadium gergha worldcup joinin germany will be won 2 0 *,6_18
20,*                                         ger vs gha germany worldcup worldcup2014 fifa                                          * * having lived in ger as a kid i m rooting for them to beat gha in this worldcup game the fact it can help the usa is a bonus fb *,6_19
21,*                                    germany vs ghana ger gha worldcup                                     * * who s watching the game with us are you team ger or team gha worldcup2014 largestsportsbar 180tvs beerme *,6_20
22,*                              1st half is game on germany vs ghana worldcup ger gha                              * * i m supporting germany in the fifa global stadium gergha go germany win it for my home country ger worldcup2014 *,6_21
23,* germany vs ghana now ger 0 0 gha i don t know who to cheer but still watching it worldcup worldcup2014 worldcup2014brazil * *                   i m rooting for gha today go black stars but ger is top notch so may the best team win                  *,6_22
24,* ger vs gha i m pulling for ghana but this is the game they feared most i believe they will win tho gervsgha worldcup worldcup2014 * *          germany are dominating but it s ghana with the better chances atsu forces a decent save out of neuer ger 0 0 gha         *,6_23
25,* 10 ozil tries to spring muller into ghana s area but dauda does well to come out and take the ball ger 0 0 gha worldcup letsgoalghana * *    watching the ger vs gha game and wondering who to root for germans produce better techno ghanians have better hair worldcup2014    *,6_24
26,*       some great attacks by gha against ger game on people come on ger buck up 15 mins gone score 0 0 worldcup2014 worldcup       * * ghana vs germany both very good football teams this is going to be a great game worldcup worldcup2014 fifaworldcup germanyvsghana *,6_25
27,*                                   worldcup score update germany 0 0 ghana after 16mins gergha ger gha                                    * * i m following germany versus ghana in the fifa global stadium gergha worldcup joinin ghana seems 2 b in attacking mood wl b a good match *,6_26
28,* brothers war ghana s number nine kevin boateng germany s number twenty jerome boateng who will win it ger gha * *         i m following germany versus ghana in the fifa global stadium gergha worldcup joinin ghava1 0         *,6_27
29,*                             good save worldcup worldcup2014 ger gha gervsgha blackstars ghana                             * * germany looking so much like spain last world cup could be crown winners this time round worldcup2014 ger gergha worldcup *,6_28
30,*              i m following germany versus ghana in the fifa global stadium gergha worldcup joinin ger gha             * * love this passing game by ger but gha is also playing well will be a great game but no easy match by far worldcup2014 *,6_29
31,* the ger passing is incredibly good gha playing great defense but it s a matter of time before germans sneak one in gervsgha worldcup * * i m following germany versus ghana in the fifa global stadium gergha worldcup joinin waiting this pizza taking forever powerthrough  *,6_30
32,* boateng v boateng this is a tough one ghana are the only world cup team i ve ever seen live but i do love germany worldcup2014 gha ger * *                     ozil drawing in the defenders and plays a through ball to muller who can t convert ger 0 0 gha                     *,6_31
33,* in last 20 matches that germany played internationally its team scored 58 goals fact ger gha fifa fifaworldcup * *            i m following germany versus ghana in the fifa global stadium gergha worldcup joinin ger            *,6_32
34,* özil on the right flank is dangerous for ghana if asamoah gets caught too far forward germany will exploit that gergha gervsgha ger gha * *          i m following germany versus ghana in the fifa global stadium gergha worldcup joinin bc my tv isnt working go germany          *,6_33
35,* natural inclination is to root for gha vs ger but honestly doesn t a germany win help usa anybody bueller worldcup usmnt * *                   i m following germany versus ghana in the fifa global stadium gergha worldcup joinin                   *,6_34
36,*                   come on black starts worldcup worldcup2014 ger gha gervsgha blackstars ghana                  * * patient game or lethargic buildup play either way the heat isn t helping with the tempo ger gha worldcup gergha *,6_35
37,*       i m following germany versus ghana in the fifa global stadium gergha worldcup joinin germany will win 2 0       * * how good are those flags when you do this eng brz mex arg esp usa fra uru crc ger net gha kor irn ita bos nga por rus *,6_36
38,*      how good are those flags when you do this eng mex arg esp usa fra uru crc ger net gha kor irn ita nga por rus worldcup      * * germany appear to have altered their system to mirror ghana s gotze has been pushed further forward with muller ger gha worldcup *,6_37
39,*  tbh ghana playing better than i thought they giving germany a hard time gha vs ger  * * i m following germany versus ghana in the fifa global stadium gergha worldcup joinin *,6_38
40,*  watching this game it s gonna take 2 or 3 big mistakes from ger for gha to steal this game don t see that happening gervsgha worldcup   * * i m following germany versus ghana in the fifa global stadium gergha worldcup joinin boring game where are you tomas muller getmeunbored *,6_39
41,*                   i m following germany versus ghana in the fifa global stadium ger worldcup joinin                   * * ger broke por down easily usa scored against gha early on but 30 minutes in and it s still 0 0 for these two gervsgha *,6_40
42,* primeira brother vs brother que eu vejo desde kane vs undertaker kevin prince boateng vs jerome boateng ger gha worldcup * *     ghana exceeding expectations in the first half hour of the game come on germany ger germanyvsghana worldcup2014      *,6_41
43,*                                    good strike by ghana saved by neuer ger gha wc2014                                   * * gha has great ball control and passes well but ger plays great when being aggressive this should be a fun game to watch *,6_42
44,* sulley muntari hits a long range venomous shot but it is saved by german keeper neuer still goalless after 35 minutes ger 0 0 gha * *    ironically two bothers r playing against eachother tonight jerome botang 4 germany prince botang 4 ghana ger vs gha worldcup   *,6_43
45,*                                   gha playing so well but in the end germany ghana win worldcup ger                                    * * that could ve been a real screamer what a goal keeping skill from neuer he is indeed one of world s best gk worldcup ger vs gha gergha *,6_44
46,*            do a good job germany gotta knock ghana to the bottom ger gha usa worldcup            * * gha playing well actually just lacking that final ball ger vs gha gervsgha worldcup2014 worldcup *,6_45
47,* ghana play really well in the moment stopping germany attack and creating several chances up front gha ger * *      i m following germany versus ghana in the fifa global stadium gergha worldcup joinin come on ger      *,6_46
48,* what about this 2 brothers playing against each other ger vs gha jerome and kevin prince boateng worldcup2014 worldcup gergha * *      i m following germany versus ghana in the fifa global stadium gergha worldcup joinin gha are putting up a good fight     *,6_47
49,* watching this game its become apparent if it already wasnt gha is better than usa just dont see usa playing this well against ger * *                there is quality soccer here germany versus ghana in the fifa global stadium gergha worldcup joinin                *,6_48
50,*  ghana playing well but you just don t germany making a mistake to let them through feel they have an extra gear if they need it ger gha  * * i m following germany versus ghana in the fifa global stadium gergha worldcup joinin germany and ghana on equal terms nothing special yet *,6_49
51,* well it appears that the ghana side we beat is a hell of a lot better than we initially realized interesting usa 1n1t usmnt gha ger * *      yummy food in my tummy watching a high paced game brother me happy gervsgha ger gha allin brasil2014 rookie footballfever      *,6_50
52,* i m following germany versus ghana in the fifa global stadium gergha worldcup joinin ghana is playing really well great team * *            very entertaining match between ger and gha so far both sides with good opportunities at goal worldcup            *,6_51
53,* 37 good shot from gotze who turned well on the ghana defense to create some space but his half volley is straight at dauda ger 0 0 gha * *          possession stat germany 60 ghana 40 what do you make of both team s performances so far ger gha worldcup beinbrasil           *,6_52
54,* there s nothing really to say about this first half between germany and ghana a boring game to say the least ger gha worldcup * *                    i m following germany versus ghana in the fifa global stadium gergha worldcup joinin ger                   *,6_53
55,* gha is surprisingly playing way better than por against ger at least worldcup worldcup2014 gervsgha * *      i m following germany versus ghana in the fifa global stadium gergha worldcup joinin gggg      *,6_54
56,* ghana had more chances on goal than germany in the first half anything can happen in the match second half to light up more ger 0 0 gha * *                        i m following germany versus ghana in the fifa global stadium gergha worldcup joinin cctv                        *,6_55
57,*                         half time germany 0 0 ghana gervgha ger gha worldcup                        * * ht ger 0 0 gha good first half from both sides ghana ain t no walk over germanyvsghana worldcup2014 *,6_56
58,* half time at castelao _ 0 0 ghana showing skill but shaky defence germany more dangerous around goal ger gha worldcup * *       ht ger 0 gha 0 both teams have been great with both having chances ger vs gha gervsgha worldcup2014 wc2014      *,6_57
59,*     ht ger 0 0 gha ghana played so well on the first half to keep germany from scoring gergha worldcup     * * half time and though we ve not seen a goal in this match it is a good game so far ger 0 0 gha manoramafifa *,6_58
60,*                germany vs ghana first half ger 0 0 gha ended with boredom worldcup worldcup2014 worldcup2014brazil                * * ht ger 0 0 gha ghana playing well in both defence and attack a very even first half both teams well organised but no huge chances *,6_59
61,* wow what a game by ghana against germany at the end of 1st half ger 0 0 gha gervsgha worldcup germanyvsghana gergha * *     half time ger 0 0 gha ghana playing very well but germany also playing well second half will be interesting     *,6_60
62,* ger vs gha match 29 worldcup2014 half time score 0 0 ghana able to prevent germany from scoring in the 1st half  * * hooaaamz ht germany 0 0 ghana possession 54 46 shots 5 7 chances created 5 4 pass acc 86 81 take ons 0 5 ger gha *,6_61
63,*            impressive game by ghana so far against germany worldcup worldcup2014 gervsgha ger 0 0 gha           * * good half for gha 0 0 ger at the half now come on germany fix the score in 2nd half worldcup ghavsger gogermany *,6_62
64,* all square at half time in fortaleza decent 45 mins ghana creating a few problems for the germans ger 0 0 gha worldcup * *           ghana are looking pretty good germany could be in trouble in the second half ger gha worldcup2014            *,6_63
65,* i m following germany versus ghana in the fifa global stadium gergha worldcup joinin ghana is holding up pretty good 0 0 ht * *                                      half time ger 0 0 gha gergha worldcup2014 worldcup                                     *,6_64
66,*            ht germany 0 0 ghana a very balanced match gha had few good chances to complicate ger worldcup gervsgha            * * the last time ger gha played in the world cup 2010 group stage it was also 0 0 at the half germany won that game 1 0 gervsgha *,6_65
67,*       this ger v gha game feels a bit like arg v irn don t u think germany needs to put klose in in the second half        * * i m wanna c miracle ganna win tz game i m following germany versus ghana in the fifa global stadium gergha worldcup joinin *,6_66
68,* the last time ger gha played in the world cup 2010 group stage it was also 0 0 at the half germany won that game 1 0 by an ozil goal * *                i m following germany versus ghana in the fifa global stadium gergha worldcup joinin miller is awesome                *,6_67
69,* the last time ger gha played in the world cup 2010 group stage it was also 0 0 at the half germany won that game 1 0 gervsgha * *                ht ger 0 0 gha a balanced first half sees the 2010 opponents level at the break worldcup gergha                *,6_68
70,*    i m following germany versus ghana in the fifa global stadium gergha worldcup joinin germany shining time starts now seriously   * * it s 0 0 at half time between ger and gha ghana have defended resiliently so far but there have been some good moments from germany *,6_69
71,* the last time ger gha played in the world cup 2010 group stage it was 0 0 at the half germany won that game 1 0 gervsgha * *          fifa second half in a few moments both ger and gha still looking for the match s opening goal worldcup          *,6_70
72,* the last time ger gha played in the worldcup 2010group stage it was also 0 0 at the half germany won that game 1 0 gha 3 blackstars * *       i m following germany versus ghana in the fifa global stadium gergha worldcup joinin having a steak meal on the rare cow      *,6_71
73,* fifa worldcup 46 germany 1st substitution shkodran mustafi replaces jerome boateng gergha ger * *             ger vs gha the 2nd half begins score tied at 0 0 worldcup worldcup2014            *,6_72
74,* 46 the second half is underway ger 0 0 gha germany made a change in defence shkodran mustafi came on for jerome boateng wc2014 * *                  2nd half is underway germany 0 v 0 ghana worldcup worldcup2014 brazil2014 brasil2014 gergha                   *,6_73
75,* the second half is underway in fortaleza germany have subbed off jerome boateng for shkodran mustafi big surprise ger gha worldcup * *           i m following germany versus ghana in the fifa global stadium gergha worldcup joinin who do u think would win            *,6_74
76,* ger 0 0 gha so the match is down to one boateng as germany replaces defender jerome with shkodran mustafi for second half cnnworldcup * *           i m following germany versus ghana in the fifa global stadium gergha worldcup joinin ozil and mullar are the best           *,6_75
77,*    i m following germany versus ghana in the fifa global stadium gergha worldcup joinin mario gotze will be man of the match     * * gha played well against ger in the first half but what wins games in football is taking your chances not just good play gervsgha *,6_76
78,*         i m following germany versus ghana in the fifa global stadium gergha worldcup joinin germany win man of match ozil        * * ghana playing far smarter than portugal sitting deep and slowing tempo using wide men well germany need far more incision gha ger *,6_77
79,*                     goal ger 1 0 gha mario gotze heads home thomas muller s cross                     * * i m following germany versus ghana in the fifa global stadium gergha worldcup joinin i wish ghana win *,6_78
80,* goal mario gotze scores for germany 5 minutes into the second half brilliant cross from muller as well ger 1 0 gha * *              goal mario gotze scores for germany giving them a 1 0 lead over ghana worldcup gervsgha               *,6_79
81,* 51 goal germany mario götze puts germany up 1 0 with a header off his knee and then into an open net great shot ger gha worldcup * *        gotze scores real quality from muller if he s not scoring goals he s making them ger 1 0 gha gervsgha worldcup2014        *,6_80
82,* goal to germany mario gotze bundles the ball over from close range after a lovely cross in the 51st min ger 1 0 gha worldcup * *                atlast gotzee scores for ger goal germany 1 0 ghana goetze 51 gervsgha worldcup2014 footyindia                *,6_81
83,*                          54 goal ayew equalizes for ghana it s 1 1 gha ger good header                           * * 59 goals in last 21 matches for ger as goetza scores a suberb goal gha trails 1 0 gervsgha worldcup2014 worldcup *,6_82
84,* fifa worldcup 54 goal gha andre ayew powerful header flies past ger keeper manuel neuer germany 1 1 ghana gergha * *                   goal great header gha game on wow ger 1 1 gha worldcup2014 full of surprises                   *,6_83
85,*                 goal ghana scores ayew puts ghana on the board ger 1 gha 1 gervsgha worldcup                * * goooal 54 gha andre ayew powerful header flies past ger keeper manuel neuer germany 1 1 ghana fifa worldcup *,6_84
86,*                     goal ayew scores at the 54th minute and gha ties it up 1 1 versus ger worldcup2014 go germany go                     * * i m following germany versus ghana in the fifa global stadium gergha worldcup joinin this second half is jumping off 1 1 goals w i 5 min *,6_85
87,* wow what a response from ghana andre ayew equalized for gha ger 1 1 gha game on i m loving it the more gervsgha ssfootball worldcup * *               ger 1 1 gha 58 3 of the 4 goals scored on neuer at the world cup have been headers upson puyol and ayew               *,6_86
88,* within 3 mins goal ghana ger 1 1 gha harrison afful puts in a cross from the right germany s marking is poor andre ayew heads in * *    i m following germany versus ghana in the fifa global stadium gergha worldcup joinin i think kloos is the man of the match    *,6_87
89,*             two golas in three minutes gotze for germany and ayew for ghana game on ger 1 1 gha             * * germany ghana tied 1 1 in 60th minute if this holds usa advances with win vs por tomorrow gervsgha worldcup *,6_88
90,* goal germany 1 1 ghana brilliant header from andre ayew to level matters he s excellent in the air and he proved it ger vs gha * *               i m following germany versus ghana in the fifa global stadium gergha worldcup joinin 1 1 en el 59                *,6_89
91,* goal ger 1 1 gha a ayew equaliser for ghana gervsgha worldcup worldcup2014 * *      goal germany 1 2 ghana asamoah gyan with a class finish ger gha       *,6_90
92,*                                germany 1 2 ghana gyan with the goal worldcup2014 ger gha                                 * * goal ghana now leads 2 1 over germany wow and what a celebration by them afterwards worldcup worldcup2014 germanyvsghana *,6_91
93,*                63 min germany 1 2 ghana gyan ghana take a shock lead over the european giants ger gha worldcup                * * omg i badly want gha ghana to win the worldcup just to see more of their dancing goal celebrations lolz gervsgha worldcup2014 *,6_92
94,* 2 1 to ghana after 60 mins lovely dance celebration another unpredictable game in this superb worldcup can germany comeback ger gha * *   goal ger 1 2 gha gyan interception from muntari a brilliant finish from gyan another surprise win on the cards gervsgha worldcup  *,6_93
95,*                  ger 1 2 gha wow shocking development ghana just scored 2 goals in 10 minutes gervsgha worldcup                 * * ger 1 2 gha asamoah gyan stroking home ghana are looking to cause an upset here germany bossing the ball ghana winning the game *,6_94
96,*                   germany vs ghana now ger 1 2 gha ghana taken the lead worldcup worldcup2014 worldcup2014brazil                  * * as much as gha winning is good 4 football worries me if this results stands what is gonna happened in the usa v ger game worldcup *,6_95
97,*                    gervsgha ghana gha making germany ger run worldcup fifa basil                     * * watch out germany ghana coking strong now wooohooooo brazil2014 worldcup2014 fifa2014 gha 2 vs ger 1 *,6_96
98,*       fifa world cup score update worldcup worldcup2014 ger gha 68min germany 1 2 ghana gervsgha       * * but now that he s been subbed in i do want klose to break the all time goal scorer record worldcup ger *,6_97
99,*                      goal mirolsav klose equals the world cup scoring record ger 2 2 gha                      * * world cup favorite germany is down 2 1 to ghana with 25 minutes left ger 1 x 2 gha worldcup brasil2014 joinin *,6_98
100,* germany equalise in the 71st min miroslav klose comes on to score his 15th wc goal drawing level with ronaldo ger 2 2 gha worldcup * *                         klose ties the game and matches ronaldo s world cup goal record of 15 ger 2 2 gha                          *,6_99
101,* goal substitute miroslav klose equalises for germany and equals brazilian ronaldo s worldcup goals record of 15 ger 2 2 gha * *          goal so germany klose joint top world cup goal scorer respect ger 2 gha 2 another great game worldcup2014          *,6_100
102,* ger 2 2 gha and klose the substitute has now equalled brazilian ronaldo s worldcup record of 15 goals one more to make history * *    germany back in the game this game is epic miroslav kloser equals ronaldos 15 goal scored in world cup finals ger v gha     *,6_101
103,*          germany s miroslav klose has equalled ronaldo s worldcup goals record of 15 ger 2 gha 2 with 15 to go          * * goal klose scores his 15th goal at the world cup finals he s matched ronaldo s record ger 2 2 gha worldcup2014 nairabet *,6_102
104,*                          goal ger 2 2 gha miroslav klose equals the worldcup record with bra ronaldo gervsgha                         * * directv is great until a thunderstorm moves through trying to watch ger vs gha missed germany s game tying goal i m pulling for ghana *,6_103
105,* germany back in the game this game is epic miroslav klose equals ronaldos 15 goal scored in world cup finals ger v gha * *          goal germany 2 2 ghana klose worldcup a record equaling goal for klose joint top with ronaldo brazil          *,6_104
106,* goal klose scores his 15th goal at the world cup finals he s matched ronaldo s record ger 2 2 gha worldcup2014 nairabet * *   most goals at worldcup ever 1 ronaldo original bra 15 1 klose ger 15 3 muller ger 14 4 fontaine fra 13 5 pele bra 12  *,6_105
107,*     all time world cup top goal scorers 1 klose ger 15 1 ronaldo bra 15 3 muller ger 14 4 fontaine fra 13 5 pele bra 12     * * ger 2 2 gha klose comes on first touch goal for ze germans record equalling 15th strike at the worldcup gergha worldcup2014 *,6_106
108,* most goals at world cup ever 1 klose ger 15 1 ronaldo bra 15 3 muller ger 14 4 fontaine fra 13 5 pele bra 12 worldcup * *         i m following germany versus ghana in the fifa global stadium gergha worldcup joinin this is best game        *,6_107
109,*  most goals at world cup ever 1 klose ger 15 2 ronaldo bra 15 3 muller ger 14 4 fontaine fra 13 5 pele bra 12 * * there is no one watching this game gergha who is not totally captivated by it ger 2 2 gha brasil2014 worldcup *,6_108
110,* miroslav klose strikes again ties legendary ronaldo of bra with 15 worldcup goals most all time ger 2 2 gha * *                       sulley muntari pull your shorts up man gervsgha ger gha worldcup                      *,6_109
111,*        muntari for gha is sagging his shorts and it s annoying the hell out of me pull up your pants it s the worldcup         * * ronaldo s 15th wc goal vs ghana in germany 2006 klose s 15th wc goal vs ghana in brazil 2014 strange old game worldcup ger bra *,6_110
112,* most goals at world cup ever 1 klose ger 15 1 ronaldo bra 15 3 muller ger 14 4 fontaine fra 13 5 pele bra 12 fansconnect * *                         ger vs gha 2 2 with 8 mins plus added time left what a game worldcup2014                         *,6_111
113,*       props to gyan for one hell of a game he is truly a world class player gervsgha ger gha worldcup        * * most goals at world cup ever 1 klose ger 15 1 ronaldo bra 15 3 muller ger 14 4 fontaine fra 13 5 pele bra 12 *,6_112
114,*         ghana is playing a majestic game go ghana i hope they win gha ger worldcup         * * ger vs gha match 29 worldcup2014 superb sliding tackle from ghana denying goal for germany *,6_113
115,*      ozil has been creating chances all game outstanding performance ger vs gha gervsgha worldcup2014 wc2014      * * i m following germany versus ghana in the fifa global stadium gergha worldcup joinin this is by far the best game *,6_114
116,*  game of the tournament so far good goals great defending record equalling strikers what does the last 5 mins have ger gha  * * fantastic defending by ghana to deny from scoring germany gergha germanyvsghana gervsgha caferio worldcup joinin brazil2014 *,6_115
117,*              why does the german coach keep picking his nose worldcup ger vs gha               * * i m following germany versus ghana in the fifa global stadium gergha worldcup joinin good game *,6_116
118,* this has been a brilliant game ghana have played well still want germany to win tho crowd have been electric ger gha worldcup * *  klose almost scored inching closer to the all time leading scorer in worldcup ger 2 gha 2 nationalmannschaft wc2014 football *,6_117
119,* so ger 2 2 gha this game can scored with klose one best players in germany ghana hardest game gyan he also scored good goal hehe * *                gha win the respect from the world verry nice match thanx for ghana ger gha worldcup2014 worldcup                 *,6_118
120,*                 fifa ger corner kick punched away gha counter attack but someone goes offside wasted chance worldcup                * * great match going on between ger gha played like it s a knock out game both teams want 3 points worldcup2014 brasil2014 bbcworldcup *,6_119
121,* 90 2 ghana break away with a 3 vs 2 counter attack but the final pass is poor choice as it is whistled for offside ger gha * *     gergha breathtaking game this match just show how beautiful this sport is beautifulgame football worldcup ger gha      *,6_120
122,* ger have a free kick from 25 yards sulley muntari picks up the 1st yellow of the game he ll miss the next match gha * *                        late free kick for germany last chance of the game worldcup gergha ger                       *,6_121
123,*        full time ger 2 2 gha great game between the two sides but klose s record equalling goal will grab the headlines worldcup         * * ft germany 2 2 ghana a thrilling four goal second half has produced tremendous exciting and a well deserved point for both sides ger gha *,6_122
124,* gervsgha game ends in a 2 2 draw after a frenetic 2nd half that saw 4 goals scored gha with well deserved point vs ger worldcup2014 * *            full time germany ghana share the spoils was that the best match of the world cup ger gha worldcup beinbrasil            *,6_123
125,* interesting game of football full time ger 2 2 gha worldcup2014 germany suffered a scare but came back well good game by ghana * *     ft ger 2 2 gha what a second half didn t want that match to end ghana played some beautiful football at times worldcup     *,6_124
126,* fabulous worldcup game 2nd half had everything the draw between germany ghana means usa qualify if they beat por tomorrow ger gha * *   ger vs gha match 29 worldcup2014 full time score 2 2 ghana held germany on a draw superb display of play by ghana well played   *,6_125
127,* great game and specially great second half ghana played out of their skins well played ger 2 2 gha worldcup2014 * *            great game by both ghana and germany let s go usa beat portugal tomorrow usmnt worldcup fb           *,6_126
128,*  ger 2 2 gha muller ends the game bleeding really bad good result for usa not so much for por gervsgha worldcup * * worldcup it s a final ger 2 gha 2 great match germany was highly rated ghana is a very skilled team great match *,6_127
129,*   ger vs gha 2 2 good game guys the upcoming ger game vs usa is going to be a wild one worldcup2014 fifa2014 worldcup   * * gha is best team from africa played well should beat por in last game gervsgha worldcup johnnysworldcupviews brazil2014 *,6_128
130,*             best game of the tournament so far brilliant intrigues great and terrific match ft ger 2 2 gha worldcup2014             * * missed the arg irn and ger gha games today i hear messi came to argentina s rescue and ghana have the germans a good fight worldcup *,6_129
